ID,text,source,cleantext,label1,label2,label3,final_label
70,"যে ভেক্টর রাশির মান শূন্য, তাকে নাল বা শূন্য ভেক্টর বলে।",HSC Physics,যে ভেক্টর রাশির মান শূন্য তাকে নাল বা শূন্য ভেক্টর বলে,Physics,Physics,Physics,Physics
71,একটি ভেক্টরের সাথে তার বিপরীত ভেক্টর যোগ করে বা দুটি সমান ভেক্টর বিয়োগ করে নাল ভেক্টর পাওয়া যায়।,HSC Physics,একটি ভেক্টরের সাথে তার বিপরীত ভেক্টর যোগ করে বা দুটি সমান ভেক্টর বিয়োগ করে নাল ভেক্টর পাওয়া যায়,Physics,Physics,Physics,Physics
72,দুইটি সমান ও বিপরীত ভেক্টর কোন বিন্দুতে একই সাথে ক্রিয়া করলে তাদের লব্ধি একটি নাল ভেক্টর হয়।,HSC Physics,দুইটি সমান ও বিপরীত ভেক্টর কোন বিন্দুতে একই সাথে ক্রিয়া করলে তাদের লব্ধি একটি নাল ভেক্টর হয়,Physics,Physics,Physics,Physics
73,প্রসঙ্গ কাঠামোর মূল বিন্দুর সাপেক্ষে কোনো বিন্দুর অবস্থান যে ভেক্টরের সাহায্যে নির্ণয় বা নির্দেশ করা হয় তাকে অবস্থান ভেক্টর বলে।,HSC Physics,প্রসঙ্গ কাঠামোর মূল বিন্দুর সাপেক্ষে কোনো বিন্দুর অবস্থান যে ভেক্টরের সাহায্যে নির্ণয় বা নির্দেশ করা হয় তাকে অবস্থান ভেক্টর বলে,Physics,Physics,Physics,Physics
74,মূল বিন্দু হতে কোনো বিন্দুর অবস্থানের দূরত্বকে ব্যাসার্ধ ভেক্টর বলে।,HSC Physics,মূল বিন্দু হতে কোনো বিন্দুর অবস্থানের দূরত্বকে ব্যাসার্ধ ভেক্টর বলে,Physics,Physics,Physics,Physics
75,রৈখিক বা সরল পথে কোনো বিন্দুর অতিক্রান্ত দূরত্বকে সরণ ভেক্টর বলে।,HSC Physics,রৈখিক বা সরল পথে কোনো বিন্দুর অতিক্রান্ত দূরত্বকে সরণ ভেক্টর বলে,Physics,Physics,Physics,Physics
76,সমজাতীয় অসম মানের দুটি ভেক্টর যদি একই দিকে ক্রিয়া করে তবে তাদেরকে সদৃশ ভেক্টর বলে।,HSC Physics,সমজাতীয় অসম মানের দুটি ভেক্টর যদি একই দিকে ক্রিয়া করে তবে তাদেরকে সদৃশ ভেক্টর বলে,Physics,Physics,Physics,Physics
77,দুটি সমান্তরাল ভেক্টরের একটির মান অপরটির বিপ্রতীপ হলে তাদেরকে বিপ্রতীপ ভেক্টর বলে।,HSC Physics,দুটি সমান্তরাল ভেক্টরের একটির মান অপরটির বিপ্রতীপ হলে তাদেরকে বিপ্রতীপ ভেক্টর বলে,Physics,Physics,Physics,Physics
78,"দুই বা ততোধিক ভেক্টর এমন হয় যে তারা একই রেখায় বা সমান্তরালে ক্রিয়া করে, তাদেরকে সমরেখ ভেক্টর বলে।",HSC Physics,দুই বা ততোধিক ভেক্টর এমন হয় যে তারা একই রেখায় বা সমান্তরালে ক্রিয়া করে তাদেরকে সমরেখ ভেক্টর বলে,Physics,Physics,Physics,Physics
79,দুই বা ততোধিক ভেক্টর রাশি যোগে যে একটি নতুন ভেক্টর রাশি হয় তাকে এদের লব্ধি বলে।,HSC Physics,দুই বা ততোধিক ভেক্টর রাশি যোগে যে একটি নতুন ভেক্টর রাশি হয় তাকে এদের লব্ধি বলে,Physics,Physics,Physics,Physics
